Obs15 15 0 0 0 2 1 0 0 0 5 1 29 3.5 3 10 0 0 1 1 3 5 90 2 10 150 1 0 5 10 0 100 9 1 
Obs16 16 1 1 0 2 0 3 4 1 0 1 23 2.7 1 2 1 1 5 2 4 9 90 5 3 10 2 3 2 7 0 100 4 1 
Obs17 17 1 1 1 2 1 5 5 6 2 1 20 3.3 4 6 7 2 2 5 4 7 60 6 9 80 2 0 9 9 5 20 8 1 
Obs18 18 1 1 0 3 1 0 0 6 8 1 25 3.2 5 4 2 1 15 1 4 6 400 1 10 90 4 0 0 9 5 100 9 1 
Obs19 19 0 0 1 2 1 0 0 7 1 1 32 3.7 16 25 0 0 3 3 10 8 200 5 6 200 8 1 5 9 0 100 4 1 
Obs20 20 1 1 0 2 1 0 6 1 3 1 28 3.4 4 10 10 2 3 2 3 3 100 6 7 200 3 0 5 8 0 80 0 1 
Obs21 21 1 1 1 2 1 0 0 6 0 0 27 4 1 0 0 0 12 2 4 3 40 2 7 500 4 2 6 8 0 90 10 1 
Obs22 22 1 1 0 0 1 0 7 0 10 1 25 3.7 15 12 0 1 4 5 12 10 90 1 10 80 5 0 7 10 0 50 10 1 
Obs23 23 1 1 0 2 1 0 7 0 5 1 30 3.9 0 0 3 3 3 1 5 10 200 1 5 300 7 1 2 5 5 80 9 1 
Obs24 24 1 1 0 1 1 0 0 4 3 1 29 3.4 1 1 1 1 2 2 3 6 80 5 8 100 5 0 5 9 5 100 2 1 
Obs25 25 1 1 1 2 1 0 1 4 3 0 27 2.9 13 10 1 1 5 10 6 4 60 2 5 75 4 0 5 10 0 100 3 1 
Obs26 26 1 1 0 1 1 3 0 8 6 0 21 3.8 0 0 0 0 14 3 4 5 50 5 7 45 5 2 5 8 10 40 1 1 
Obs27 27 0 0 0 0 1 0 6 0 7 1 25 4 5 10 1 1 5 2 4 6 100 2 10 80 2 0 6 8 30 60 0 1 
Obs28 28 0 0 0 3 1 2 6 0 8 1 26 3.2 12 5 12 2 3 4 10 7 70 5 6 77 5 0 8 7 45 20 0 1 
Obs29 29 1 1 0 2 0 0 0 7 5 0 28 3.8 3 0 0 2 5 3 5 5 500 5 7 400 5 1 4 9 0 100 2 1 
Obs30 30 0 0 0 1 1 3 4 4 8 1 24 3.7 8 6 0 1 1 2 0 10 1000 6 10 1 3 0 0 4 50 0 10 1 
Obs31 31 0 0 0 2 1 4 7 2 9 1 34 4 5 4 0 1 3 3 5 5 150 5 8 150 3 0 5 8 0 100 7 1 
Obs32 32 0 0 0 2 1 4 2 5 5 1 28 3.5 6 4 2 2 3 2 11 4 500 6 10 500 5 1 4 8 0 100 10 1 
Obs33 33 1 1 1 2 1 5 0 6 3 0 23 3.3 10 10 2 2 0 4 5 10 85 6 10 143 4 0 5 8 0 0 9 1 
Obs34 34 0 0 0 2 1 5 7 0 6 1 27 3.3 9 12 1 2 1 3 6 5 80 2 10 140 0 5 3 4 25 50 5 1 
Obs35 35 1 1 0 2 1 0 0 6 7 1 25 3.7 2 6 2 1 6 3 5 3 100 5 3 200 5 1 5 7 0 30 8 1 
Obs36 36 0 0 0 1 0 2 0 10 10 1 26 3.5 2 1 0 0 7 2 3 2 130 6 10 150 8 1 8 10 0 100 8 1 
Obs37 37 1 1 0 1 0 0 6 0 0 0 29 2.7 0 0 0 0 0 6 4 7 100 6 10 80 0 0 5 5 20 0 3 1 
Obs38 38 0 0 1 2 1 3 0 0 6 1 30 3.7 12 25 1 0 2 3 18 5 159 5 6 110 6 5 6 9 5 90 10 1 
Obs39 39 1 1 0 1 0 3 5 0 0 1 32 3.9 4 0 0 0 2 3 5 0 60 5 10 50 5 1 5 8 10 100 0 1 
Obs40 40 0 0 0 3 1 2 0 7 4 0 19 2.5 6 2 0 0 3 6 3 6 80 5 10 50 5 0 3 10 15 0 3 1 
Obs41 41 1 1 0 0 1 0 0 8 9 1 27 3.9 3 8 0 2 2 2 10 5 125 5 6 60 6 1 4 8 0 90 2 1 
Obs42 42 1 1 0 3 1 5 5 1 9 1 23 3 4 0 4 1 2 6 3 8 60 5 10 1 4 0 6 4 10 0 3 1 
Obs43 43 0 0 0 2 1 0 6 0 2 1 26 3.9 0 0 0 0 1 1 2 2 115 2 9 250 4 5 8 8 0 100 10 1 
Obs44 44 1 1 0 3 1 2 0 2 3 0 22 3.9 0 0 0 3 11 3 4 0 70 5 10 50 2 0 4 10 15 100 8 1 
Obs45 45 1 1 0 1 1 0 0 6 3 0 25 3.8 16 13 1 1 2 4 9 5 40 5 10 73 7 1 5 10 10 50 10 1 
Obs46 46 1 1 0 3 1 1 0 5 2 0 22 2.5 16 3 0 2 4 4 11 10 10000 5 1 20 4 0 7 10 0 10 10 1 
Obs47 47 1 1 0 2 1 0 0 7 8 1 28 4 10 18 3 2 4 5 15 6 100 5 7 450 6 1 6 9 0 80 10 1 
Obs48 48 1 1 0 2 1 0 0 6 5 1 33 3.9 10 12 0 1 2 7 10 5 85 5 3 120 7 1 4 9 0 90 8 1 
Obs49 49 1 1 1 2 1 0 0 4 6 1 28 3 15 15 3 3 6 3 5 5 60 5 2 200 8 1 5 10 0 80 9 1 
Obs50 50 1 1 0 2 1 0 0 4 6 1 29 3.7 15 8 6 2 2 4 9 8 400 5 7 700 7 2 6 8 0 80 8 1 
Obs51 51 1 1 0 2 1 0 5 3 4 0 28 3.2 12 12 3 2 3 7 5 0 200 5 10 350 1 4 5 7 30 90 7 1 
Obs52 52 1 1 1 0 1 0 0 7 9 1 25 3.6 7 5 3 1 4 1 6 5 150 6 5 250 5 2 5 10 10 50 3 1 
Obs53 53 1 1 0 2 1 4 6 0 4 1 26 3.7 10 15 0 0 1 2 2 3 110 2 10 34 5 0 8 10 10 0 7 1 
Obs54 54 1 1 1 2 1 0 0 7 10 0 27 3.9 3 8 0 1 2 2 5 1 60 5 5 90 8 1 6 10 0 20 8 1 
Obs55 55 0 0 0 2 1 0 0 9 5 0 24 3.5 1 0 0 1 3 1 5 4 90 4 10 110 7 2 7 9 0 90 7 1 
Obs56 56 0 0 0 2 1 0 0 10 7 0 24 3.6 10 0 0 1 2 7 17 5 120 1 9 120 5 1 5 8 20 40 9 1 
Obs57 57 1 1 0 3 1 2 5 5 4 0 26 3.5 8 0 0 0 13 3 4 5 70 5 10 50 2 0 5 9 0 100 8 1 
Obs58 58 0 0 0 0 1 0 6 0 7 0 30 4 0 0 0 0 3 3 7 3 60 5 10 80 2 2 5 10 0 20 6 1 
Obs59 59 1 1 1 2 1 0 7 0 3 0 27 3.7 10 12 4 2 5 4 5 6 250 2 9 200 1 0 5 8 0 80 8 1 
Obs60 60 1 1 0 2 1 0 0 5 5 0 27 4 15 15 1 1 10 2 8 5 150 5 5 300 5 5 1 10 0 50 10 1 
Obs61 61 1 1 0 3 1 2 5 3 1 1 20 3.5 5 0 0 0 2 5 4 5 400 5 8 19 5 5 2 8 5 10 6 1 
Obs62 62 1 1 0 2 1 3 0 5 2 1 30 3.8 5 0 2 2 4 4 5 3 80 2 7 100 6 0 6 9 20 90 7 1 
Obs63 63 1 1 1 2 1 0 0 6 1 0 27 3.7 8 20 0 1 2 1 4 2 80 5 5 300 0 0 3 6 0 100 1 1 
Obs64 64 0 0 0 3 1 1 0 10 4 0 21 3.2 0 0 0 1 4 4 10 5 150 5 5 35 5 0 5 8 0 10 7 1 
Obs65 65 1 1 0 0 1 0 0 6 7 0 26 4 2 0 1 2 2 3 25 5 176 1 2 50 10 1 5 6 25 30 10 1 
Obs66 66 1 1 0 0 1 4 6 0 3 0 26 3.1 5 4 0 0 1 10 3 5 10000 5 10 20 1 0 5 3 0 10 5 1 
Obs67 67 1 1 0 3 1 2 5 3 6 1 24 2.6 4 10 3 0 2 5 8 2 500 6 10 300 3 0 2 8 0 0 7 1 
Obs68 68 0 0 1 2 1 0 0 5 4 1 27 3.3 8 6 2 2 3 3 6 2 100 5 10 600 5 1 4 9 40 100 8 1 
Obs69 69 1 1 0 2 1 0 6 0 2 1 24 4 10 3 0 1 0 5 7 5 80 5 10 80 4 0 4 8 0 90 1 1 
Obs70 70 1 1 0 1 1 0 0 6 7 1 32 3.8 8 10 0 2 7 2 8 3 65 5 9 350 4 0 2 9 0 100 1 1 
Obs71 71 0 0 1 3 1 0 0 3 6 0 27 3 8 20 1 1 1 4 2 7 100 5 6 90 6 0 2 6 0 50 0 1 
Obs72 72 0 0 1 1 1 0 0 6 6 1 29 3.2 10 25 3 2 1 4 7 6 100 1 5 180 6 1 4 6 0 20 7 1 
Obs73 73 1 1 0 2 1 0 0 5 5 0 26 3.7 0 0 1 1 14 4 5 0 90 5 9 250 0 0 5 10 0 90 8 1 
Obs74 74 0 0 0 0 1 0 6 0 6 1 30 3.7 4 0 0 0 2 2 0 3 90 5 10 150 3 0 5 7 0 50 4 1 
Obs75 75 1 1 1 2 1 1 0 6 4 0 25 3.8 5 1 0 1 6 3 4 0 85 2 10 50 2 0 5 9 30 10 6 1 
Obs76 76 1 1 0 0 1 0 0 8 8 1 28 3.8 4 1 1 1 1 2 4 0 200 5 7 200 5 1 8 9 5 100 4 1 
Obs77 77 0 0 0 0 1 0 0 5 2 1 22 3.9 0 0 2 1 6 4 2 10 120 1 5 75 7 1 4 10 5 20 6 1 
Obs78 78 1 1 0 2 1 3 4 3 8 1 31 3.3 0 0 3 1 3 6 10 5 200 6 0 100 5 5 1 8 5 10 10 1 
Obs79 79 0 0 0 2 1 4 3 4 9 1 29 3.8 7 9 4 3 7 2 6 7 200 5 7 300 8 1 5 10 0 100 9 1 
Obs80 80 0 0 0 2 1 0 7 0 3 0 31 3.2 10 25 1 1 3 3 2 2 69 5 10 150 3 0 6 7 0 70 7 1 
Obs81 81 1 1 1 1 1 0 0 4 0 0 18 3.6 8 5 12 2 4 8 3 5 40 6 0 50 5 2 0 9 15 100 7 1 
Obs82 82 0 0 0 3 1 2 0 1 9 1 25 2.2 10 9 3 1 2 5 4 3 900 5 10 34 0 0 6 3 0 0 7 1 
Obs83 83 1 1 0 3 1 1 0 8 6 1 28 3.8 0 0 0 0 6 2 2 7 70 5 6 15 5 0 2 8 0 0 9 1 
Obs84 84 1 1 0 0 1 5 0 7 6 0 23 4 1 1 1 1 7 6 4 6 100 5 8 40 6 1 4 7 15 0 9 1 
Obs85 85 1 1 1 2 1 2 0 4 5 1 27 3.4 30 40 1 0 3 5 7 7 350 2 0 900 4 5 5 9 0 100 8 1 
Obs86 86 1 1 0 2 1 0 7 0 0 1 31 3.5 20 20 2 0 2 6 5 0 60 2 10 100 0 0 9 7 0 100 0 1 
Obs87 87 0 0 0 3 1 2 0 8 2 0 27 3.4 5 9 0 5 3 3 2 3 60 6 7 76 5 0 5 10 0 100 9 1 
Obs88 88 1 1 1 3 1 0 0 6 2 0 26 2.8 13 20 8 1 3 7 10 5 90 5 8 150 3 4 4 8 0 100 3 1 
Obs89 89 1 1 0 3 1 0 1 3 10 0 26 3.5 8 8 0 0 4 3 10 9 10000 6 10 500 0 4 8 9 0 0 4 1 
Obs90 90 1 1 0 3 1 2 6 2 7 1 33 3.5 0 0 0 0 10 0 7 2 100 5 9 700 5 2 5 6 0 100 0 1 
Obs91 91 0 0 1 1 1 0 0 8 4 1 25 3.7 10 20 10 1 5 1 10 6 100 1 5 160 6 1 4 7 0 100 9 1 
Obs92 92 1 1 0 2 1 0 0 4 4 0 27 4 12 12 2 2 3 3 4 8 200 5 10 400 2 0 5 10 0 100 6 1 
Obs93 93 1 1 0 2 1 3 0 1 8 1 24 3.6 0 0 0 0 0 2 1 5 80 5 9 26 3 0 8 7 10 40 7 1 
Obs94 94 0 0 1 2 1 0 0 7 8 1 25 3.9 10 10 1 1 7 1 20 2 1000 2 8 400 4 0 4 10 0 50 2 1 
Obs95 95 1 1 0 0 1 0 0 9 3 0 25 4 4 0 1 1 8 1 8 6 100 5 7 30 7 1 5 8 0 90 8 1 
Obs96 96 0 0 0 0 1 3 0 10 0 0 27 4 0 0 0 0 3 0 2 10 150 5 0 110 8 1 5 10 0 70 10 1 
Obs97 97 1 1 0 0 1 2 0 6 2 0 21 3.5 1 0 1 2 3 2 3 8 70 6 10 51 2 5 8 6 0 90 6 1 
Obs98 98 1 1 0 2 1 2 5 5 0 0 24 1.5 4 4 1 2 5 2 3 0 600 6 3 50 5 0 0 8 0 0 7 1 
Obs99 99 1 1 1 2 1 0 1 5 2 0 29 3.5 8 6 7 4 3 6 10 7 150 2 8 300 2 0 5 10 0 100 8 1 
Obs100 100 0 1 0 1 0 0 0 3 2 0 25 3.6 8 14 0 1 2 1 7 6 200 1 5 220 5 1 6 8 0 0 7 1 
Obs101 101 1 1 0 2 1 0 0 8 5 0 24 3.7 2 2 4 3 4 1 2 5 75 1 3 250 7 1 5 9 0 100 6 1 
Obs102 102 0 0 0 2 1 0 7 0 5 1 31 3.7 8 16 2 1 3 2 9 5 250 5 3 300 5 2 5 8 0 100 7 1 
Obs103 103 0 0 0 2 1 0 6 2 7 1 31 2.7 1 2 3 1 1 1 1 8 120 6 5 56 7 4 6 8 0 10 9 1 
Obs104 104 0 0 0 1 0 2 0 8 6 0 22 3.5 0 0 1 1 20 5 3 9 50000 5 10 1 0 2 8 10 35 0 10 1 
Obs105 105 1 1 0 1 1 1 0 6 7 1 29 3.4 0 0 0 0 0 2 3 6 90 5 8 100 7 0 4 5 25 0 4 1 
Obs106 106 0 0 0 2 0 3 7 3 5 1 28 3.6 2 0 0 0 4 1 10 2 50 5 10 50 5 0 3 10 0 100 6 1 
Obs107 107 1 1 0 2 1 0 0 4 4 1 28 3.6 2 1 25 5 6 0 4 6 88 2 8 95 1 0 1 8 0 10 9 1 
Obs108 108 1 1 0 2 1 0 1 6 0 1 31 3.7 10 10 0 2 5 3 15 5 150 2 10 300 1 0 6 9 0 90 8 1 
Obs109 109 0 0 0 2 1 0 7 0 0 0 27 3.7 0 0 0 0 3 5 10 0 50 5 10 50 0 0 5 10 0 30 5 1 
Obs110 110 1 1 0 3 1 0 0 7 8 0 28 3.9 12 12 1 1 7 3 5 5 200 5 2 150 6 1 5 7 25 80 8 1 
Obs111 111 1 1 0 1 0 5 0 7 0 1 24 3.7 0 0 0 0 2 0 1 0 25 5 5 45 5 5 6 10 10 0 10 1 
Obs112 112 1 1 0 2 1 5 1 4 7 1 35 4 3 0 0 0 2 4 3 5 100 5 7 70 2 0 6 8 0 90 0 1 
Obs113 113 1 1 0 3 1 5 2 7 0 1 28 3.8 2 0 0 0 5 3 2 0 200 2 10 80 1 0 5 10 0 100 10 1 
Obs114 114 1 1 0 2 1 2 5 2 5 1 26 4 7 9 0 0 7 1 4 7 80 5 8 135 2 0 8 9 0 30 6 1 
Obs115 115 1 1 0 1 0 3 7 4 1 0 31 3.5 0 0 0 1 3 2 7 7 500 5 5 500 5 5 10 9 0 100 10 1 
Obs116 116 1 1 0 2 1 0 1 5 6 1 25 3.9 4 6 1 0 6 2 6 5 100 5 8 100 2 2 4 8 0 100 6 1 
Obs117 117 1 1 0 1 1 4 0 5 1 0 28 3.7 1 0 0 3 3 4 3 6 100 5 10 175 0 0 5 5 0 100 7 1 
Obs118 118 0 0 0 1 1 0 0 7 2 0 27 4 3 6 0 1 2 2 4 6 140 5 10 150 6 1 5 8 10 100 1 1 
Obs119 119 0 0 0 0 1 2 0 5 3 0 25 3.4 2 2 3 2 3 3 3 10 250 2 10 360 2 0 5 10 0 100 8 1 
Obs120 120 1 1 0 0 1 0 0 9 2 1 28 3.4 0 0 2 2 2 2 3 1 200 1 7 120 7 1 7 8 25 0 9 1 
Obs121 121 0 0 1 2 1 2 6 2 5 0 28 3.2 4 1 2 2 2 3 3 6 100 5 10 40 0 0 5 10 10 0 2 1 
Obs122 122 1 1 0 3 1 5 5 4 0 1 21 2.9 8 2 1 0 50 5 3 10 100 6 10 1 10 2 5 7 10 0 0 1 
Obs123 123 0 0 0 2 1 5 7 0 5 1 24 2.7 0 0 0 0 1 1 0 8 100 5 10 80 5 0 10 8 0 100 4 1 
Obs124 124 1 1 0 2 1 0 1 5 7 1 29 3.7 7 7 2 1 7 2 12 6 75 5 8 100 3 0 4 8 0 100 2 1 
Obs125 125 1 1 0 1 1 1 0 8 0 0 16 2.8 2 0 1 1 6 4 3 0 80 6 10 50 5 0 3 8 5 0 7 1 
Obs126 126 1 1 0 1 1 1 0 5 8 1 25 3.7 6 1 0 0 14 10 4 0 4500 5 10 400 0 0 2 10 10 100 10 1 
Obs127 127 1 1 0 2 1 0 0 2 9 0 23 3.4 10 10 1 0 8 3 8 2 120 5 7 150 5 5 0 8 0 90 0 1 
Obs128 128 0 0 0 1 1 0 6 4 2 0 18 2.3 0 8 5 3 6 2 2 3 80 1 6 70 6 1 6 8 0 0 6 1 
Obs129 129 0 0 0 2 1 1 0 0 9 1 25 3.1 0 0 0 0 4 4 2 10 100 5 7 80 0 0 7 7 0 80 10 1 
Obs130 130 1 1 0 2 1 4 3 6 2 1 31 3.8 8 10 0 1 20 3 10 2 100 2 10 900 2 0 4 7 0 100 1 1 
Obs131 131 1 1 0 2 1 0 1 5 2 1 24 3.6 0 0 0 0 3 2 10 5 200 5 6 270 3 0 4 7 15 50 6 1 
Obs132 132 1 1 0 3 0 3 6 0 9 1 32 3.9 0 0 0 4 1 2 5 6 10 5 9 15 6 5 4 10 0 100 9 1 
Obs133 133 1 1 0 3 1 0 0 8 5 0 28 3.6 4 5 0 0 10 2 5 5 100 5 5 250 5 0 1 10 10 50 3 1 
Obs134 134 1 1 0 2 1 0 0 4 8 1 31 4 14 25 0 0 1 2 10 4 85 5 8 250 5 1 5 8 0 100 4 1 
Obs135 135 1 1 0 2 1 3 0 6 1 1 26 3.5 6 3 3 1 4 2 6 5 70 6 5 60 6 0 6 7 0 80 7 1 
Obs136 136 1 1 1 2 1 0 0 7 5 0 26 3.5 16 10 4 3 3 4 7 5 96 5 7 200 4 5 4 8 10 80 6 1 
Obs137 137 1 1 0 1 1 2 0 7 6 1 29 4 0 0 0 0 2 5 3 7 120 5 5 90 9 1 4 10 0 100 10 1 
Obs138 138 1 1 1 2 1 0 6 2 1 0 27 4 2 4 0 0 7 2 10 5 50 5 10 60 0 0 5 6 0 80 0 1 
Obs139 139 1 1 0 2 1 2 5 3 0 1 26 3.7 2 0 2 3 5 5 5 6 400 5 6 60 0 0 3 6 0 20 7 1 
Obs140 140 0 0 1 2 1 0 0 6 7 1 32 3.8 6 10 1 1 3 1 3 10 300 5 3 80 4 4 3 6 0 50 5 1 
Obs141 141 1 1 0 2 1 4 2 7 4 1 24 3.2 0 0 1 1 8 3 4 0 60 2 10 25 10 0 0 9 0 10 9 1 
Obs142 142 0 0 0 3 1 3 7 0 8 1 22 3 2 1 0 0 1 3 2 8 100 5 4 50 6 5 7 5 10 30 7 1 
Obs143 143 1 1 0 3 1 2 5 5 7 0 27 3.1 8 7 2 3 4 6 5 5 100 5 10 80 2 0 4 3 15 0 7 1 
Obs144 144 1 1 0 2 1 0 0 3 9 1 26 4 6 9 1 1 3 3 10 0 85 5 10 80 5 2 8 5 0 50 6 1 
Obs145 145 1 1 0 3 1 2 0 4 2 0 28 4 30 35 1 0 2 3 5 5 100 5 6 500 5 1 5 9 0 90 6 1 
Obs146 146 1 1 0 3 0 3 4 7 5 1 29 3.3 2 3 2 2 2 5 4 4 700 5 5 500 2 0 6 7 0 100 8 1 
Obs147 147 1 1 0 2 1 2 7 0 6 1 21 3.8 0 0 1 1 6 8 2 5 75 2 10 45 1 0 5 6 25 0 7 1 
Obs148 148 0 0 0 3 0 3 7 0 5 1 30 3.5 8 8 0 1 0 8 8 7 100 5 0 200 2 0 8 6 0 100 3 1 
Obs149 149 0 0 0 2 1 2 5 7 0 1 20 2.8 4 10 1 1 4 2 2 7 100 6 10 50 5 0 0 10 15 10 3 1 
Obs150 150 1 1 0 3 1 2 5 3 6 1 25 3.7 1 0 0 0 5 3 6 5 125 5 4 36 2 0 5 6 0 0 6 1 
Obs151 151 0 0 1 2 1 0 6 0 0 0 27 3.4 10 50 50 0 7 5 4 10 999 1 0 80 10 1 0 10 5 90 10 1 
Obs152 152 1 1 0 2 1 0 0 8 1 1 29 3.9 5 2 1 1 1 3 4 5 120 2 6 135 3 0 5 10 0 50 7 1 
Obs153 153 0 0 0 3 1 2 0 6 7 1 22 4 3 2 7 1 4 4 3 7 37 5 6 37 4 0 5 8 0 40 5 1 
Obs154 154 0 0 0 0 1 0 6 1 4 1 30 3.5 1 2 0 0 2 7 3 7 80 5 10 65 5 4 8 8 0 20 0 1 
Obs155 155 1 1 1 1 1 5 0 7 2 1 28 3.2 11 7 2 1 7 4 8 5 80 5 7 50 3 0 7 10 10 100 4 1 
Obs156 156 1 1 0 2 1 0 7 0 4 1 28 3.9 2 5 0 0 5 1 4 5 100 5 10 20 3 0 3 9 10 10 1 1 
Obs157 157 1 1 0 3 1 2 0 8 1 0 24 3.4 5 1 0 0 7 3 2 4 6 5 10 54 4 0 4 9 10 100 9 1 
Obs158 158 1 1 0 2 1 0 6 0 1 0 30 3.7 8 6 1 1 3 8 15 5 100 5 10 150 0 0 5 10 0 100 7 1 
Obs159 159 0 0 0 0 0 0 0 10 4 0 27 4 0 0 0 2 2 2 2 0 80 5 0 100 7 1 4 5 0 100 1 1 
Obs160 160 0 0 1 2 1 0 0 5 8 1 25 4 17 18 0 1 3 10 7 5 1000 5 10 70 7 2 5 10 0 100 0 1 
Obs161 161 1 1 0 2 1 0 0 10 2 1 25 4 10 8 0 2 7 3 3 10 1000 1 8 1500 7 1 0 7 0 100 7 1 
Obs162 162 1 1 0 3 1 0 0 8 8 0 28 3.8 7 0 0 0 30 2 5 0 100 5 10 70 4 0 4 8 0 0 7 1 
Obs163 163 1 1 0 2 1 1 0 5 4 0 27 3.1 10 10 2 1 2 5 10 10 200 2 5 200 5 0 3 8 5 100 7 1 
Obs164 164 0 0 0 3 0 3 6 1 7 1 34 3.8 1 4 2 1 0 2 3 8 60 5 7 40 1 5 8 7 5 100 10 1 
Obs165 165 0 0 0 0 1 0 0 2 8 1 29 4 0 0 0 0 1 1 5 9 100 5 0 90 9 1 6 8 10 80 10 1 
Obs166 166 1 1 0 3 0 5 6 2 0 0 24 3.5 8 4 3 2 4 4 8 7 100 5 10 200 3 0 5 8 0 100 0 1 
Obs167 167 1 1 0 0 1 0 0 6 5 0 22 3.6 7 6 1 1 8 5 4 4 95 1 4 160 8 1 3 10 15 60 10 1 
Obs168 168 1 1 0 2 1 1 0 7 4 1 27 3 3 3 5 0 1 4 5 4 80 2 10 49 3 0 5 7 15 10 4 1 
Obs169 169 1 1 0 3 1 2 0 8 10 1 23 3.5 8 6 5 2 2 3 3 0 80 2 10 30 3 0 10 10 25 10 7 1 
Obs170 170 1 1 0 2 1 0 0 3 2 0 27 3.5 8 3 0 0 1 3 10 1 60 5 5 150 1 0 6 9 0 20 10 1 
Obs171 171 1 1 0 0 1 0 0 7 0 0 22 3.6 10 12 0 2 5 3 3 5 100 1 5 80 7 1 5 9 10 100 3 1 
Obs172 172 0 0 0 1 1 0 2 5 5 0 25 3 10 0 0 0 10 1 7 5 1000 2 10 1 4 1 5 8 0 0 0 1 
Obs173 173 1 1 1 0 1 0 1 3 6 0 24 3.6 8 5 0 0 7 2 10 5 60 5 5 500 5 0 6 10 0 10 6 1 
Obs174 174 0 0 0 3 1 0 0 8 5 1 29 3.8 7 12 3 1 1 2 7 3 100 5 10 100 5 1 6 9 5 80 6 1 
Obs175 175 1 1 1 2 1 0 0 4 2 0 24 3.3 6 7 0 0 7 4 3 10 150 1 3 113 6 1 3 8 0 100 3 1 
Obs176 176 0 0 0 1 1 0 1 1 6 1 26 3.4 3 0 2 3 1 1 2 5 200 5 5 80 5 5 5 7 0 100 6 1 
Obs177 177 0 0 0 3 0 4 3 7 9 1 34 4 7 20 1 1 5 10 5 10 1000 5 0 115 5 2 1 10 10 90 10 1 
Obs178 178 1 1 0 2 1 2 5 2 5 1 20 3.6 0 0 0 0 4 4 8 5 45 5 7 85 0 0 5 10 0 90 1 1 
Obs179 179 1 1 0 2 1 0 0 6 6 1 26 3.7 12 16 1 1 21 3 22 3 90 5 3 150 5 1 5 9 0 100 0 1 
Obs180 180 1 1 1 0 1 0 0 7 9 1 29 4 0 0 0 0 4 3 2 5 55 5 8 40 5 5 5 10 0 10 8 1 
Obs181 181 1 1 0 1 1 0 0 3 4 1 27 4 1 4 0 0 1 3 10 0 50 5 10 50 4 0 6 2 10 0 1 1 
Obs182 182 0 0 0 1 0 3 7 0 5 0 29 3.9 2 6 0 2 10 10 4 10 150 5 5 300 5 5 3 10 0 100 7 1 
Obs183 183 1 1 0 2 1 4 7 0 6 1 30 3.7 5 0 1 1 7 3 3 5 250 4 5 150 5 4 3 7 0 100 8 1 
Obs184 184 0 0 0 0 1 0 6 2 8 1 27 3.5 0 0 1 3 3 3 5 5 300 2 5 400 5 2 3 9 0 100 8 1 
Obs185 185 0 0 0 3 1 1 0 0 8 0 25 2.9 0 50 10 1 1 1 6 0 500 3 10 70 0 5 10 10 20 50 10 1 
Obs186 186 0 0 1 1 1 0 6 4 6 1 31 2.5 8 15 5 0 3 2 10 7 200 5 10 100 5 2 4 4 0 30 2 1 
Obs187 187 0 0 0 1 1 0 0 4 8 0 25 2.7 4 2 1 1 1 2 3 5 100 5 10 30 3 0 8 5 0 0 10 1 
Obs188 188 1 1 0 1 1 0 0 5 2 0 24 3.5 6 7 2 0 3 2 5 0 80 5 6 90 5 1 6 8 0 10 7 1 
Obs189 189 1 1 0 3 1 1 0 3 9 1 23 3 4 0 1 1 3 4 2 0 4000 6 10 60 5 0 8 8 0 50 6 1 
Obs190 190 1 1 1 2 1 4 3 6 6 1 28 3.6 8 8 0 0 1 1 2 0 100 5 4 120 4 0 4 8 0 100 3 1 
